Model,VIN,Level,Brand,Series,LaunchYr,LaunchMo,MSRP,Mileage,Accident,PurchasedDate,Insurance,Renovation,Cost,SalesPrice
赛欧 赛欧-三厢 1.4 手动 优逸版节能补贴,LSGSA52M9CY278988,CGX0114M0030,雪佛兰,赛欧,2011,1,68800,18873,No,2015/4/18,,280,41120,46000
赛欧 赛欧-三厢 1.4 手动 优逸版节能补贴,LSGSA52M7DY044298,CGX0114M0044,雪佛兰,赛欧,2011,1,68800,18353,No,2015/4/18,,570,40830,46000
赛欧 赛欧-三厢 1.4 手动 优逸版,LSGSA52M1CY224584,CGX0114M0023,雪佛兰,赛欧,2010,1,68800,73652,No,2015/4/19,2090,850,37850,43000
赛欧 赛欧-三厢 1.4 手动 优逸版,LSGSA52M7CY275619,CGX0114M0023,雪佛兰,赛欧,2010,1,68800,16397,No,2015/4/19,1450,520,39980,45000
赛欧 赛欧-三厢 1.4 手动 优逸版节能补贴,LSGSA52M9CY278988,CGX0114M0030,雪佛兰,赛欧,2011,1,68800,30000,No,2015/4/21,,280,41120,46000
赛欧 赛欧-三厢 1.4 手动 优逸版节能补贴,LSGSA52M7CY274065,CGX0114M0030,雪佛兰,赛欧,2011,1,68800,68290,No,2015/4/22,,770,36580,41500
赛欧 赛欧-三厢 1.4 手动 优逸版,LSGSA52M3CY227275,CGX0114M0023,雪佛兰,赛欧,2010,1,68800,46879,No,2015/4/25,,780,37020,42000
赛欧 赛欧-三厢 1.4 手动 优逸版,LSGSA52M4CY212977,CGX0114M0023,雪佛兰,赛欧,2010,1,68800,19397,No,2015/4/29,5430,640,38060,43000
赛欧 赛欧-三厢 1.4 手动 优逸版节能补贴,LSGSA52M5CY325031,CGX0114M0030,雪佛兰,赛欧,2011,1,68800,24642,No,2015/5/8,2690,1140,35760,41000
赛欧 赛欧-三厢 1.4 手动 优逸版,LSGSA52M4CY255411,CGX0114M0023,雪佛兰,赛欧,2010,1,68800,35484,No,2015/5/15,420,1140,33960,39000
赛欧 赛欧-两厢 1.4 手动 优逸版,LSGSA62M6AY260855,CGX0114M0002,雪佛兰,赛欧,2010,8,68800,78922,No,2015/5/16,7860,1210,30290,35000
赛欧 赛欧-三厢 1.4 手动 优逸版节能补贴,LSGSA52MXDD157928,CGX0114M0044,雪佛兰,赛欧,2011,1,68800,37068,No,2015/5/22,4320,480,41820,47000
赛欧 赛欧-三厢 1.4 手动 优逸版节能补贴,LSGSA52MXCY105089,CGX0114M0030,雪佛兰,赛欧,2011,1,68800,68041,No,2015/6/12,5000,980,35020,40000
赛欧 赛欧-三厢 1.6 手动 SL 基本版,LSGSJ52N77Y114699,CGX0116M0012,雪佛兰,赛欧,2005,2,68800,209405,No,2015/6/15,5916,2976,9624,14000
赛欧 赛欧-两厢 1.4 手动 优逸版,LSGSA62M6AY260855,CGX0114M0002,雪佛兰,赛欧,2010,8,68800,81281,No,2015/6/16,7860,1210,29840,34500
赛欧 赛欧-三厢 1.4 手动 优逸版节能补贴,LSGSA52M9CY284483,CGX0114M0030,雪佛兰,赛欧,2011,1,68800,22592,No,2015/6/21,,1170,35730,41000
赛欧 赛欧-三厢 1.4 手动 优逸版,LSGSA52MXAY178279,CGX0114M0004,雪佛兰,赛欧,2010,1,68800,146607,No,2015/6/22,19900,1760,27040,32000
赛欧 赛欧-三厢 1.4 手动 优逸版,LSGSA52M3AY225040,CGX0114M0004,雪佛兰,赛欧,2010,1,68800,144113,No,2015/6/26,,2270,26530,32000
赛欧 赛欧-三厢 1.4 手动 优逸版,LSGSA52M5BY162346,CGX0114M0011,雪佛兰,赛欧,2010,1,68800,62781,No,2015/7/4,4220,2180,30940,36800
哈弗M4 哈弗M4 1.5 手动 两驱豪华版,LGWED2A36CE033548,CGW2515M0002,长城,哈弗M4,2012,5,67900,40213,No,2015/4/5,10767,164,44836,50000
宏光 宏光 1.4 手动 7座,LZWADAGAXB8515702,CWL0914M0046,五菱,宏光,2011,1,67800,35297,No,2015/2/11,,910,31040,35500
宏光 宏光 1.4 手动 7座,LZWADAGA6B8029775,CWL0914M0046,五菱,宏光,2011,1,67800,34306,No,2015/4/6,,470,22480,25500
D50 D50 1.6 手动 舒适版,LGB612E27CS009471,CDQ0116M0001,启辰,D50,2012,4,67800,45227,No,2015/4/23,,2280,37320,44000
宏光 宏光 1.4 手动 7座,LZWADAGA5B8615464,CWL0914M0046,五菱,宏光,2011,1,67800,52548,No,2015/5/2,,780,28920,33000
F3 F3 1.5 手动 白金版 标准型,LGXC16AF190061759,CBY0215M0087,比亚迪,F3,2008,9,67800,78271,No,2015/6/21,1050,3320,14680,20000
C30 C30 1.5 手动 豪华版,LGWEE2K58DE019357,CGW1915M0042,长城,C30,2012,10,67500,29270,No,2015/5/16,850,600,41250,46500
F3 F3 1.5 手动 新白金版 GLX-i 豪华型,LGXC16DF1A0154770,CBY0215M0116,比亚迪,F3,2009,11,66800,70038,No,2015/1/31,,3910,22190,29000
帅客 帅客 1.5 手动 标准型7座(改款),LJNMDV1E4DN054563,CZF0415M0012,东风风度,帅客,2013,10,66800,54670,No,2015/1/31,1100,1720,47780,55000
赛欧 赛欧-两厢 1.2 序列变速 理想版,LSGSA62S2AY154109,CGX0112E0002,雪佛兰,赛欧,2010,6,66800,73699,No,2015/3/9,3860,940,35060,40000
F3 F3 1.5 手动 智能白金版 GLX-i 豪华型,LGXC16DF990214299,CBY0215M0103,比亚迪,F3,2009,1,66800,57710,No,2015/3/21,,720,27630,31500
威姿 威姿 1.3 手动 豪华型,LFPV2APC265D11093,CTF0113M0009,一汽,威姿,2002,12,66800,132966,No,2015/3/27,,630,8370,10000
海福星 海福星 1.6 手动 GL 标准版,LH17CKJF99H259878,CHM0516M0029,海马,海福星,2009,5,66800,100185,No,2015/4/11,28264,820,24380,28000
海福星 海福星 1.6 手动 GL 标准版,LH17CKJF99H280911,CHM0516M0029,海马,海福星,2009,5,66800,87632,No,2015/4/12,,720,25515,29150
赛欧 赛欧-三厢 1.2 手动 SX幸福型,LSGSA52S8DY008781,CGX0112M0028,雪佛兰,赛欧,2012,12,66800,23982,No,2015/4/15,1200,440,33760,38000
海福星 海福星 1.6 手动 GL 标准版,LH17CKJF87H143097,CHM0516M0002,海马,海福星,2007,6,66800,65429,No,2015/4/26,,1600,19100,23000
赛欧 赛欧-三厢 1.2 手动 SX幸福型,LSGSA52SXDY109479,CGX0112M0028,雪佛兰,赛欧,2012,12,66800,8339,No,2015/4/28,2510,980,36370,41500
赛欧 赛欧-两厢 1.2 序列变速 理想版,LSGSA62S3BY047779,CGX0112E0004,雪佛兰,赛欧,2010,6,66800,35075,No,2015/5/22,260,860,35140,40000
赛欧 赛欧-两厢 1.2 序列变速 理想版节能补贴,LSGSA62S9BY120394,CGX0112E0006,雪佛兰,赛欧,2011,7,66800,20325,No,2015/5/27,480,320,37480,42000
F3 F3 1.5 手动 新白金版 GLX-i 豪华型,LGXC16DF7A0279107,CBY0215M0116,比亚迪,F3,2009,11,66800,30871,No,2015/5/30,,880,27920,32000
海福星 海福星 1.6 手动 GL 标准版,LH17CKJF09H249160,CHM0516M0029,海马,海福星,2009,5,66800,115363,No,2015/6/12,,1080,23220,27000
F3 F3 1.5 手动 白金版 GLX-i 豪华型,LGXC16DF3B010888U,CBY0215M0145,比亚迪,F3,2011,3,66800,49493,No,2015/6/18,,1320,27480,32000
赛欧 赛欧-两厢 1.2 序列变速 理想版,LSGSA62S3BY047779,CGX0112E0004,雪佛兰,赛欧,2010,6,66800,35515,No,2015/6/18,260,860,34240,39000
海福星 海福星 1.6 手动 GL 标准版,LH17CKJF48H212661,CHM0516M0015,海马,海福星,2007,6,66800,153874,No,2015/6/27,7785,4280,12820,19000
海福星 海福星 1.6 手动 GL 标准版,LH17CKJF87H144265,CHM0516M0002,海马,海福星,2007,6,66800,145388,No,2015/7/1,,800,16210,18900
赛欧 赛欧-三厢 1.4 手动 理想幸福版,LSGSA52M9ED159428,CGX0114M0060,雪佛兰,赛欧,2013,10,66400,5574,No,2015/2/1,,320,49180,55000
赛欧 赛欧-三厢 1.4 手动 理想幸福版,LSGSA52M2EY153009,CGX0114M0060,雪佛兰,赛欧,2013,10,66400,4810,No,2015/2/7,,320,48280,54000
赛欧 赛欧-三厢 1.4 手动 理想幸福版,LSGSA52M4ED017763,CGX0114M0060,雪佛兰,赛欧,2013,10,66400,12647,No,2015/2/15,,560,45340,51000
赛欧 赛欧-三厢 1.4 手动 理想幸福版,LSGSA52M6DD183264,CGX0114M0046,雪佛兰,赛欧,2013,10,66400,20000,No,2015/4/30,,280,43820,49000
派力奥 派力奥 1.5 手动 GX-CD 靓彩版,LNPFPGBC268632219,CNF0115M0021,菲亚特,派力奥,2006,2,66300,145528,No,2015/5/23,,720,9360,11200
哈弗M2 哈弗M2 1.5 手动 两驱豪华版,LGWEE2A40BE007211,CGW1515M0010,长城,哈弗M2,2010,3,65900,42131,No,2015/5/16,,440,31060,35000
悦翔 悦翔-三厢 1.5 手动 运动版,LS5A2ABE5AA500225,CCA0515M0016,长安,悦翔,2010,6,65900,81505,No,2015/5/17,,1020,24630,28500
远景 远景 1.5 手动 尊贵型,LB37824SX9X021141,CGY0215M0003,全球鹰,远景,2009,5,65800,133759,No,2015/5/1,540,1790,14410,18000
宏光 宏光S 1.5 手动 舒适型5座,LZWADAGAXDB313058,CWL0915M0001,五菱,宏光,2013,8,65800,21144,No,2015/5/17,1650,890,25210,29000
帅客 帅客 1.5 手动 7座标准型,LJNMDV1E2DN033047,CZF0415M0006,东风风度,帅客,2011,9,65800,46609857,No,2015/6/26,3900,1480,37220,43000
派力奥 派力奥 1.5 手动 FX(CD),LNPFPGBC758602325,CNF0115M0015,菲亚特,派力奥,2005,7,65300,134008,No,2015/4/16,4310,360,7740,9000
炫丽 炫丽Cross 1.3 手自一体,LGWED2A35BE009675,CGW1413A0004,长城,炫丽,2011,5,64900,28,No,2015/4/21,50,160,35840,40000
炫丽 炫丽 1.3 手动 冠军版精英版,LGWED2A39AE028017,CGW1413M0012,长城,炫丽,2010,4,64900,65773,No,2015/6/30,1100,1120,25880,30000
帅客 帅客 1.5 手动 标准型5座,LJNMDV1E4DN040386,CZF0415M0008,东风风度,帅客,2013,3,64800,32563,No,2015/3/4,1400,660,41640,47000
赛欧 赛欧-三厢 1.4 手动 理想版,LSGSA52M8CY168210,CGX0114M0021,雪佛兰,赛欧,2010,1,64800,56602,No,2015/4/18,3200,600,32700,37000
V3菱悦 V3菱悦 1.5 手动 舒适版,LDNB43AZ0B0357390,CSC0615M0031,东南,V3菱悦,2011,3,64800,108000,No,2015/5/5,1400,1560,26340,31000
F99 F99 1.5 手动 旗舰型,LSA121BL1A2005529,CYM0115M0014,野马,F99,2009,5,64800,40000,No,2015/5/13,1446,860,16240,19000
赛欧 赛欧-三厢 1.4 手动 理想版节能补贴,LSGSA52M0DY000692,CGX0114M0043,雪佛兰,赛欧,2011,1,64800,95173,No,2015/6/27,,3340,28160,35000
赛欧 赛欧-三厢 1.4 手动 理想版节能补贴,LSGSA52M0DY000692,CGX0114M0043,雪佛兰,赛欧,2011,1,64800,95184,No,2015/6/27,,3700,27800,35000
炫丽 炫丽 1.3 手自一体 精英版,LGWED2A39AE020709,CGW1413A0002,长城,炫丽,2010,6,63900,44000,No,2015/3/17,500,420,29280,33000
哈弗M4 哈弗M4 1.5 手动 两驱舒适版,LGWED2A32DE061283,CGW2515M0005,长城,哈弗M4,2012,5,63900,42605,No,2015/5/2,61194,1180,42920,49000
炫丽 炫丽 1.3 手自一体 精英版,LGWED2A39AE028017,CGW1413A0002,长城,炫丽,2010,6,63900,65773,No,2015/6/30,1100,1120,27680,32000
C30 C30 1.5 手动 舒适版节能补贴,LGWEE2K5XBE018644,CGW1915M0026,长城,C30,2011,1,62900,14339,No,2015/1/31,47460.95,1760,34240,40000
炫丽 炫丽Cross 1.5 手动,LGWED2A3XBE006884,CGW1415M0023,长城,炫丽,2011,5,62900,67468,No,2015/3/2,28033,620,33580,38000
炫丽 炫丽Cross 1.5 手动,LGWED2A35BE009675,CGW1415M0023,长城,炫丽,2011,5,62900,33088,No,2015/3/14,1190,160,35840,40000
炫丽 炫丽Cross 1.5 手动,LGWED2A33DE003229,CGW1415M0036,长城,炫丽,2011,5,62900,34864,No,2015/6/4,7660,1340,36460,42000
炫丽 炫丽Cross 1.5 手动,LGWED2A33DE010987,CGW1415M0036,长城,炫丽,2011,5,62900,20845,No,2015/6/12,3000,1040,43060,49000
奥拓 奥拓 1.0 自动 炫酷版,LS5A3ADD4BB016723,CLM0110A0004,铃木,奥拓,2010,7,62900,54056,No,2015/6/12,4820,1280,29320,34000
630 630 1.5 手动 标准型,LZWAEAGA8C8710339,CWB0215M0004,宝骏,630,2011,8,62800,61699,No,2015/6/1,2000,930,35970,41000
欧朗 欧朗 1.5 手动 基本型,LFP83ACC6C1D25310,COL0115M0001,欧朗,欧朗,2012,4,62800,22799,No,2015/7/6,,2870,25930,32000
风华 风华 1.5 手动 运动型,LVXDAGAA58L005510,CLW0515M0005,陆风,风华,2008,4,62300,68608,No,2015/4/13,1253,720,9180,11000
Z300 Z300 1.5 手动 精英版,LJ8B2C3DXCD007728,CZT0615M0002,众泰,Z300,2012,5,62000,98540,No,2015/6/12,2370,2470,20930,26000
赛欧 赛欧-三厢 1.2 手动 理想版,LSGSA52S1CY131157,CGX0112M0022,雪佛兰,赛欧,2012,1,61800,44120,No,2015/4/18,550,830,32470,37000
赛欧 赛欧-三厢 1.2 手动 理想版,LSGSA52S1CY195988,CGX0112M0022,雪佛兰,赛欧,2012,1,61800,46825,No,2015/4/25,,700,32600,37000
派力奥 派力奥 1.5 手动 GSX 厚恩版,LNPFPGBC478661268,CNF0115M0044,菲亚特,派力奥,2007,9,61800,191614,No,2015/5/24,4965,1390,9410,12000
赛欧 赛欧-三厢 1.2 手动 理想版,LSGSA52S3BY065774,CGX0112M0010,雪佛兰,赛欧,2010,8,61800,61314,No,2015/6/9,650,600,29550,33500
旗云 旗云3 1.5 手动 精英版,LVVDC11B7BD037241,CQC0415M0051,奇瑞,旗云,2010,5,61800,30655,No,2015/6/19,1140,1440,20160,24000
远景 远景 1.5 手动 铂金版,LB37824S59X026408,CGY0215M0002,全球鹰,远景,2009,5,61800,19962,No,2015/6/23,700,2100,14100,18000
悦翔 悦翔-三厢 1.5 手动 尊贵版,LS5A2ABE29A535705,CCA0515M0003,长安,悦翔,2009,3,60900,56975,No,2015/3/25,,1000,25730,29700
悦翔 悦翔-两厢 1.5 手动 尊贵版,LS5A3ABE4AA502318,CCA0515M0021,长安,悦翔,2009,11,60900,67641,No,2015/3/28,13290,880,28820,33000
悦翔 悦翔-三厢 1.5 手动 尊贵版,LS5A2ABE29A535705,CCA0515M0003,长安,悦翔,2009,3,60900,60275,No,2015/6/7,1582,1000,24200,28000
X1 X1 1.3 手动 进化版 豪华型,LVVDB12B8AD093446,CQR0213M0006,瑞麒,X1,2009,11,60800,89185,No,2015/2/25,5117,260,23590,26500
X1 X1 1.3 手动 进化版 豪华型,LVVDB12B5AD037920,CQR0213M0006,瑞麒,X1,2009,11,60800,93541,No,2015/3/2,9150,680,21820,25000
炫丽 炫丽 1.3 手动 精英版,LGWED2A369E015723,CGW1413M0004,长城,炫丽,2009,5,59900,54731,No,2015/6/8,,320,23980,27000
雨燕 雨燕 1.3 手动 超值版,LS5W3ABR49B104587,CLM0313M0039,铃木,雨燕,2009,6,59800,99751,No,2015/1/30,5610,3420,26280,33000
雨燕 雨燕 1.3 手动 超值版,LS5W3ABR9BB224682,CLM0313M0054,铃木,雨燕,2010,10,59800,44015,No,2015/2/1,1430,1920,31290,36900
雨燕 雨燕 1.3 手动 超值版,LS5W3ABR79B036477,CLM0313M0039,铃木,雨燕,2009,6,59800,93191,No,2015/3/22,,610,27290,31000
雨燕 雨燕 1.3 手动 超值版,LS5W3ABR8BB121771,CLM0313M0054,铃木,雨燕,2010,10,59800,37974,No,2015/3/26,,770,34330,39000
威志 威志-三厢 1.5 手动 豪华型,LFP73ACB585B68243,CTF0315M0009,一汽,威志,2007,4,59800,72175,No,2015/3/27,,1380,22470,26500
雨燕 雨燕 1.3 手动 超值版,LS5W3ABR2AB122123,CLM0313M0052,铃木,雨燕,2010,10,59800,47133,No,2015/3/27,,940,32810,37500
F3 F3R 1.5 手动,LGXC14DF190258656,CBY0215M0107,比亚迪,F3,2009,1,59800,52871,No,2015/3/31,,128,23272,26000
威志 威志-三厢 1.5 手动 豪华型,LFP73ACB585B68243,CTF0315M0009,一汽,威志,2007,4,59800,72362,No,2015/3/31,,1380,22290,26300
雨燕 雨燕 1.3 手动 超值版,LS5W3ABR2BB122348,CLM0313M0054,铃木,雨燕,2010,10,59800,53200,No,2015/5/1,2745,850,34250,39000
雨燕 雨燕 1.3 手动 超值版,LS5W3ABR7AB144991,CLM0313M0052,铃木,雨燕,2010,10,59800,57519,No,2015/5/16,1350,970,29630,34000
海福星 海福星 1.6 手动 GX 幸福版,LH17CKJF58H246253,CHM0516M0014,海马,海福星,2008,9,59800,88699,No,2015/5/23,26027,780,24420,28000
海福星 海福星 1.6 手动 GX 幸福版,LH17CKJF68H239716,CHM0516M0014,海马,海福星,2008,9,59800,24134,No,2015/5/28,459,1340,22960,27000
GX2 GX2 1.5 自动 舒适型,LB37422Z6BH035551,CGY0515A0001,全球鹰,GX2,2011,9,59800,35937,No,2015/6/9,,1720,28880,34000
雨燕 雨燕 1.3 手动 超值版,LS5W3ABR1AB077207,CLM0313M0053,铃木,雨燕,2009,6,59800,50152,No,2015/6/19,10660,1550,28600,33500
GX2 GX2 1.5 自动 舒适型,LB37422Z6BH035551,CGY0515A0001,全球鹰,GX2,2011,9,59800,36482,No,2015/6/28,,4180,25790,33300
GX2 GX2 1.5 自动 舒适型,LB37422Z6BH035551,CGY0515A0001,全球鹰,GX2,2011,9,59800,36482,No,2015/6/28,,1880,28090,33300
520 520 1.3 手动 豪华型,LLV2A2A1890047640,CLF0113M0028,力帆,520,2007,4,59700,157097,No,2015/3/26,,1020,9780,12000
520 520 1.3 手动 豪华型,LLV2A2A1390049778,CLF0113M0028,力帆,520,2007,4,59700,250000,No,2015/6/26,2676,0,1440,1600
赛欧 赛欧-三厢 1.2 手动 时尚幸福版,LSGSA52S2ED035077,CGX0112M0047,雪佛兰,赛欧,2013,10,59400,14751,No,2015/2/15,,0,36000,40000
赛欧 赛欧-三厢 1.2 手动 时尚幸福版,LSGSA52S2ED028114,CGX0112M0047,雪佛兰,赛欧,2013,10,59400,16490,No,2015/3/5,3350,270,35730,40000
赛欧 赛欧-三厢 1.2 手动 时尚幸福版,LSGSA52S2EY076639,CGX0112M0047,雪佛兰,赛欧,2013,10,59400,16192,No,2015/4/18,,140,41260,46000
赛欧 赛欧-三厢 1.2 手动 时尚幸福版,LSGSA52S4EY015051,CGX0112M0047,雪佛兰,赛欧,2013,10,59400,10340,No,2015/4/18,600,160,37190,41500
赛欧 赛欧-三厢 1.2 手动 时尚幸福版,LSGSA52S8DY066633,CGX0112M0037,雪佛兰,赛欧,2013,10,59400,23198,No,2015/4/20,,780,34320,39000
赛欧 赛欧-三厢 1.2 手动 时尚幸福版,LSGSA52SXED326846,CGX0112M0047,雪佛兰,赛欧,2013,10,59400,8596,No,2015/4/22,,530,41770,47000
赛欧 赛欧-三厢 1.2 手动 时尚幸福版,LSGSA52S6ED175522,CGX0112M0047,雪佛兰,赛欧,2013,10,59400,9889,No,2015/5/9,2190,640,40760,46000
赛欧 赛欧-三厢 1.2 手动 时尚幸福版,LSGSA52SXEY036258,CGX0112M0047,雪佛兰,赛欧,2013,10,59400,12814,No,2015/5/17,1340,320,34780,39000
赛欧 赛欧-三厢 1.2 手动 时尚幸福版,LSGSA52S3EY097774,CGX0112M0047,雪佛兰,赛欧,2013,10,59400,11693,No,2015/6/30,,1240,38360,44000
赛欧 赛欧-三厢 1.2 手动 时尚幸福版,LSGSA52S2EY012973,CGX0112M0047,雪佛兰,赛欧,2013,10,59400,17991,No,2015/7/4,520,640,33560,38000
赛欧 赛欧-三厢 1.2 手动 时尚幸福版,LSGSA52S7ED246811,CGX0112M0047,雪佛兰,赛欧,2013,10,59400,7940,No,2015/7/5,,2340,38160,45000
C30 C30 1.5 手动 标准版,LGWEE2K57AE031852,CGW1915M0001,长城,C30,2010,5,58900,113604,No,2015/2/9,3870,1180,29420,34000
丘比特 丘比特 1.3 手动 舒适版,LH16C2MF39H003498,CHM0813M0002,海马,丘比特,2009,12,58900,62670,No,2015/4/17,1992,340,23960,27000
奥拓 奥拓 1.0 自动 豪华版,LS5A3ADDXBB134324,CLM0110A0005,铃木,奥拓,2009,9,58900,18954,No,2015/5/5,,900,31950,36500
凌傲 凌傲 1.5 手动 锋尚版,LGWED2A4XAE101565,CGW1815M0010,长城,凌傲,2009,11,58900,53910,No,2015/6/16,2120,2130,24870,30000
F3 F3R 1.5 手动 金钻版 GL-i 舒适型,LGXC14DF790149070,CBY0215M0072,比亚迪,F3,2009,8,58900,159064,No,2015/6/21,7520,880,13520,16000
奥拓 奥拓 1.0 自动 豪华版,LS5A3ADD8CB092978,CLM0110A0007,铃木,奥拓,2009,9,58900,9800,No,2015/6/27,,840,30030,34300
风云2 风云2-两厢 1.5 手动 豪华版,LVVDB11B0AD373539,CQC1015M0011,奇瑞,风云2,2010,3,58800,48531,No,2015/6/23,1841,1058,23242,27000
羚羊 羚羊 1.3 手动 CDH实用版,LS5H2CBRX6B050893,CLM0213M0029,铃木,羚羊,2003,1,58800,120360,No,2015/6/25,700,2910,2940,6500
赛欧 赛欧-三厢 1.2 手动 时尚版,LSGSA52S7CY146388,CGX0112M0021,雪佛兰,赛欧,2012,1,57800,64746,No,2015/3/17,2245,310,30290,34000
赛欧 赛欧-三厢 1.2 手动 时尚版,LSGSA52SXBY137909,CGX0112M0011,雪佛兰,赛欧,2010,8,57800,63481,No,2015/3/29,,420,31980,36000
赛欧 赛欧-三厢 1.2 手动 时尚版,LSGSA52S8CY248301,CGX0112M0021,雪佛兰,赛欧,2012,1,57800,23864,No,2015/4/18,,0,33300,37000
赛欧 赛欧-三厢 1.2 手动 时尚版节能补贴,LSGSA52S9CY327587,CGX0112M0025,雪佛兰,赛欧,2012,1,57800,14698,No,2015/4/18,4782,0,33300,37000
赛欧 赛欧-三厢 1.2 手动 时尚版,LSGSA52S4CY139205,CGX0112M0021,雪佛兰,赛欧,2012,1,57800,48232,No,2015/4/19,3580,1030,30470,35000
赛欧 赛欧-三厢 1.2 手动 时尚版节能补贴,LSGSA52S6CY298694,CGX0112M0025,雪佛兰,赛欧,2012,1,57800,59501,No,2015/4/19,,910,31490,36000
赛欧 赛欧-三厢 1.2 手动 时尚版节能补贴,LSGSA52S9CY327587,CGX0112M0025,雪佛兰,赛欧,2012,1,57800,50086,No,2015/4/21,600,0,33300,37000
赛欧 赛欧-三厢 1.2 手动 时尚版,LSGSA52S4CY171555,CGX0112M0021,雪佛兰,赛欧,2012,1,57800,48963,No,2015/4/24,980,820,30680,35000
威志 威志-三厢 1.5 手动 舒适型,LFP73ACC895D16864,CTF0315M0018,一汽,威志,2009,5,57800,81765,No,2015/4/25,,320,21730,24500
赛欧 赛欧-三厢 1.2 手动 时尚版,LSGSA52S4AY171780,CGX0112M0006,雪佛兰,赛欧,2010,8,57800,56863,No,2015/5/3,,550,29600,33500
赛欧 赛欧-三厢 1.2 手动 时尚版,LSGSA52S1CY281477,CGX0112M0021,雪佛兰,赛欧,2012,1,57800,25912,No,2015/5/7,,1700,30250,35500
赛欧 赛欧-三厢 1.2 手动 时尚版,LSGSA52S2CY123701,CGX0112M0021,雪佛兰,赛欧,2012,1,57800,55078,No,2015/5/10,8580,1120,29480,34000
赛欧 赛欧-三厢 1.2 手动 时尚版节能补贴,LSGSA52S7DY191753,CGX0112M0036,雪佛兰,赛欧,2012,1,57800,22228,No,2015/6/1,,3510,31590,39000
赛欧 赛欧-三厢 1.2 手动 时尚版,LSGSA52S1CY192525,CGX0112M0018,雪佛兰,赛欧,2010,8,57800,40776,No,2015/6/9,,2350,29600,35500
赛欧 赛欧-三厢 1.2 手动 时尚版,LSGSA52S2CY139400,CGX0112M0021,雪佛兰,赛欧,2012,1,57800,32383,No,2015/6/12,,560,30940,35000
赛欧 赛欧-三厢 1.2 手动 时尚版,LSGSA52S6CY293494,CGX0112M0018,雪佛兰,赛欧,2010,8,57800,48284,No,2015/6/13,400,480,30570,34500
同悦 同悦 1.3 手动 豪华型 VVT,LJ12FKR12B4208905,CJC0413M0049,江淮,同悦,2009,9,57800,63000,No,2015/6/22,,1940,18760,23000
赛欧 赛欧-三厢 1.2 手动 时尚版,LSGSA52S1BY201156,CGX0112M0011,雪佛兰,赛欧,2010,8,57800,26301,No,2015/7/3,5982,960,26940,31000
骏捷 骏捷FRV 1.3 手动 舒适版,LSYYDACK3CC048444,CZH0313M0020,中华,骏捷,2010,3,57300,20468,No,2015/5/22,,960,32790,37500
008 2008 1.5 手动 标准版,LA96C451570DD1393,CZT0115M0002,众泰,8,2007,9,56900,4048,No,2015/7/1,1722,4390,7310,13000
乐驰 乐驰 0.8 自动,LZWMAG3KX43993948,CWB0108A0002,雪佛兰,乐驰,2003,12,56800,85750,No,2015/2/15,830,2450,4750,8000
赛欧 赛欧-三厢 1.2 手动 温馨版,LSGSA52S2AY077834,CGX0112M0004,雪佛兰,赛欧,2010,8,56800,111269,No,2015/3/3,,1120,24080,28000
赛欧 赛欧-三厢 1.2 手动 温馨版,LSGSA52SXBY190559,CGX0112M0012,雪佛兰,赛欧,2010,8,56800,27795,No,2015/3/4,,440,31060,35000
SC6 SC6 1.5 手动 精英型,LB37624S2CL058463,CYL0715M0002,英伦,SC6,2012,9,56800,19690,No,2015/4/12,650,320,33880,38000
乐驰 乐驰 0.8 自动 舒适型,LZWADAGA684015522,CWB0108A0011,雪佛兰,乐驰,2008,2,56800,79776,No,2015/5/20,,990,13410,16000
赛欧 赛欧-三厢 1.2 手动 温馨版节能补贴,LSGSA52S3CY323292,CGX0112M0023,雪佛兰,赛欧,2012,1,56800,39540,No,2015/6/13,900,990,29610,34000
F3 F3 1.5 手动 新白金版 GL-i 标准型,LGXC16AF4A0240043,CBY0215M0118,比亚迪,F3,2009,11,56800,54152,No,2015/6/20,,5600,14650,22500
金刚 金刚2代 1.5 手动 豪华型,LB37624S89L058430,CYL0115M0023,英伦,金刚,2009,5,56800,150778,No,2015/6/28,1560,1820,13480,17000
北斗星 北斗星 1.4 手动 DLX 豪华版,LVFAB2AD28G002610,CCS0114M0027,铃木,北斗星,2008,3,56500,80000,No,2015/5/30,,1190,16810,20000
X1 X1 1.5 手动 舒享型,LVVDB11A2CD159386,CQR0215M0002,瑞麒,X1,2012,2,55800,43000,No,2015/4/11,,160,25940,29000
骏捷 骏捷FRV 1.3 手动 舒适版,LSYYDACK49K084612,CZH0313M0009,中华,骏捷,2008,7,55800,64717,No,2015/4/12,595,1510,20540,24500
同悦 同悦 1.3 手动 豪华型,LJ12FKR17A4208641,CJC0413M0032,江淮,同悦,2009,7,55800,66649,No,2015/5/16,1200,320,22180,25000
同悦 同悦 1.3 手动 豪华型,LJ12FKR12A4211527,CJC0413M0032,江淮,同悦,2009,7,55800,158957,No,2015/5/24,1067,1110,16890,20000
风云2 风云2-两厢 1.5 手动 进取版,LVVDB11B0AD373539,CQC1015M0010,奇瑞,风云2,2010,3,55800,47496,No,2015/6/12,1841,1058,23242,27000
风云2 风云2-两厢 1.5 手动 进取版,LVVDB11B5CD242688,CQC1015M0046,奇瑞,风云2,2010,3,55800,25142,No,2015/6/22,,1000,27350,31500
520 520 1.3 手动 舒适型,LLV2A2A1760001843,CLF0113M0001,力帆,520,2006,9,55700,94453,No,2015/5/3,1800,1280,5020,7000
